RegimeMAP,mean,std,count,mu_annual,sigma_annual,sharpe_like
high_vol_bear,-0.0010960424676334788,0.01960016076087354,1943,-0.27620270184363666,0.3111429061809475,-0.8877036768532621
low_vol_bull,0.0008044105000485715,0.006995455020078486,4573,0.20271144601224003,0.11104940574519616,1.8254167561901522
