regime,mu_daily,sigma_daily,mu_annual,sigma_annual,sharpe_like
low_vol_bull,0.0008014764402657298,0.007046080198930515,0.2019720629469639,0.11185305554511997,1.805691064608344
high_vol_bear,-0.001077005204372296,0.019525545946057946,-0.27140531150181857,0.30995843271620827,-0.8756184147772867
